Linux 6.16.9-200.fc42.x86_64 (fedora) 	10/19/2025 	_x86_64_	(12 CPU)

01:32:05 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:32:18 PM    0    8.08    0.00    1.01    0.00    0.00    1.01    0.00    0.00    0.00   89.90
01:32:18 PM    1    7.84    0.00    2.94    0.00    0.98    0.00    0.00    0.00    0.00   88.24
01:32:18 PM    2    4.04    0.00    1.01    0.00    2.02    1.01    0.00    0.00    0.00   91.92
01:32:18 PM    3    9.09    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   89.90
01:32:18 PM    4    7.00    0.00    2.00    0.00    1.00    0.00    0.00    0.00    0.00   90.00
01:32:18 PM    5    7.14    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   91.84
01:32:18 PM    6    4.04    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   95.96
01:32:18 PM    7  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:32:18 PM    8    9.09    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   89.90
01:32:18 PM    9    7.00    0.00    2.00    0.00    0.00    1.00    0.00    0.00    0.00   90.00
01:32:18 PM   10    7.00    0.00    1.00    0.00    9.00    0.00    0.00    0.00    0.00   83.00
01:32:18 PM   11    6.93    0.00    2.97    0.00    2.97    0.00    0.00    0.00    0.00   87.13

01:32:18 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:32:19 PM  all   11.54    0.00    1.25    0.00    1.34    0.25    0.00    0.00    0.00   85.62
01:32:19 PM    0    5.00    0.00    1.00    0.00    1.00    1.00    0.00    0.00    0.00   92.00
01:32:19 PM    1    5.05    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   92.93
01:32:19 PM    2    9.00    0.00    1.00    0.00    1.00    1.00    0.00    0.00    0.00   88.00
01:32:19 PM    3    4.04    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   95.96
01:32:19 PM    4    4.08    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   94.90
01:32:19 PM    5    3.96    0.00    0.99    0.00    0.99    0.99    0.00    0.00    0.00   93.07
01:32:19 PM    6    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:32:19 PM    7   96.04    0.00    2.97    0.00    0.99    0.00    0.00    0.00    0.00    0.00
01:32:19 PM    8    5.05    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   93.94
01:32:19 PM    9    2.00    0.00    1.00    0.00    1.00    0.00    0.00    0.00    0.00   96.00
01:32:19 PM   10    2.00    0.00    2.00    0.00    8.00    0.00    0.00    0.00    0.00   88.00
01:32:19 PM   11    1.01    0.00    2.02    0.00    3.03    0.00    0.00    0.00    0.00   93.94

01:32:19 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:32:20 PM  all   11.20    0.00    1.00    0.00    1.00    0.17    0.00    0.00    0.00   86.62
01:32:20 PM    0    4.04    0.00    1.01    0.00    0.00    1.01    0.00    0.00    0.00   93.94
01:32:20 PM    1    5.83    0.00    1.94    0.00    0.97    0.00    0.00    0.00    0.00   91.26
01:32:20 PM    2    4.08    0.00    1.02    0.00    2.04    0.00    0.00    0.00    0.00   92.86
01:32:20 PM    3    0.00    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   98.99
01:32:20 PM    4    4.04    0.00    0.00    0.00    1.01    0.00    0.00    0.00    0.00   94.95
01:32:20 PM    5    5.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
